dispatch_date,order_id,customer_id,product_type,quantity,batch_ref,vehicle_number,driver_name,transporter,invoice_no,eway_bill_no,freight_inr,delivery_status,delivery_date,remarks
12-01-2021,D-2160,OEM-TATA,Disc Brake Caliper,167,BATCH-2023-0340,MH14-6480,Ravi Kumar,TCI Express,INV-681032,EWB140975250724,2607.87,Delivered,12-Dec-2021,Customer requested reschedule
2023-04-06,D-3778,OEM-FORD,Wheel Hub Assy,1593,BATCH-2022-0390,MH04-2407,,,INV-888461,EWB942647144918,4275.14,Delivered,14/07/2024,On time
2023-08-06,D-2684,OEM-SUZUKI,CV Joint,131,BATCH-2021-0407,MH10-9598,Suresh Patil,VRL Logistics,INV-253034,,19251.0,In Transit,2023-02-01,Returned – wrong address
2023-03-17,D-1710,OEM-MARUTI,ABS Sensor Ring,1137,BATCH-2023-0424,MH12-1683,Deepak More,Self-transport,INV-652400,EWB935560701346,23739.11,In Transit,01-May-2024,On time
2021-07-13,D-4230,OEM-BAJAJ,Brake Shoe,1693,BATCH-2023-0363,MH14-1473,Nitin Sawant,Delhivery,INV-607494,EWB968382870448,19460.12,Delivered,15-01-2024,Delayed – vehicle breakdown
2021-03-09,D-2209,OEM-TATA,Wheel Hub Assy,1481,BATCH-2022-0325,GJ01-6402,Amit Singh,,INV-883485,EWB307824768731,21284.23,Delivered,,
2024-08-11,D-1673,OEM-TATA,Disc Brake Caliper,441,BATCH-2022-0467,MH10-5060,Pradeep Jadhav,TCI Express,INV-541214,EWB712254071232,13621.4,Partial,07/14/2023,Returned – wrong address
2024-03-16,D-1409,OEM-FORD,CV Joint,205,BATCH-2024-0173,MH10-4925,Nitin Sawant,Delhivery,INV-984907,EWB137386697863,10606.9,Delivered,20-Sep-2024,On time
2021-02-24,D-3963,OEM-BAJAJ,Brake Pad Type A,896,BATCH-2023-0113,MH10-7329,Amit Singh,Gati Ltd,INV-270393,,14903.61,Delivered,,Returned – wrong address
2022-11-05,D-4482,OEM-TATA,Drum Brake Assy,887,BATCH-2024-0080,MH14-3031,Amit Singh,TCI Express,INV-999792,EWB223539695851,16840.62,Delivered,10-04-2024,Customer requested reschedule
2023-08-29,D-3626,OEM-FORD,Clutch Plate,1980,BATCH-2024-0128,TN07-8493,Satish Bhosale,BlueDart,,EWB703778133152,5258.77,In Transit,19-Jul-2024,Customer not available
02-11-2021,D-4148,OEM-SUZUKI,ABS Sensor Ring,997,BATCH-2023-0061,KA01-2100,Nitin Sawant,TCI Express,,EWB638855426470,15008.33,Delivered,2022-04-18,Customer requested reschedule
2023-06-25,D-1594,OEM-MARUTI,Drum Brake Assy,486,BATCH-2024-0447,TN07-8058,Rahul Sharma,BlueDart,INV-762438,EWB246269141462,18687.88,Returned,2023-05-03,Short delivery – balance next trip
2023-06-02,D-3794,OEM-HYUNDAI,Brake Disc,1895,BATCH-2023-0439,MH12-8059,Nitin Sawant,Safexpress,INV-866387,EWB646552921988,8049.68,Delayed,14-12-2023,Delayed – vehicle breakdown
2024-09-04,D-1731,OEM-FORD,Clutch Plate,1901,BATCH-2024-0387,MH13-1808,Pradeep Jadhav,Delhivery,INV-713983,EWB118688515069,,Partial,04/08/2022,Short delivery – balance next trip
2024-07-24,D-3799,OEM-MARUTI,Brake Disc,921,BATCH-2022-0471,MH10-3396,,Delhivery,INV-283059,,20506.71,Delivered,2024-08-02,Customer requested reschedule
2022-07-31,D-3875,OEM-HYUNDAI,Wheel Hub Assy,416,BATCH-2023-0389,MH13-8857,Ganesh Waghmare,BlueDart,INV-501071,EWB363750897346,9232.19,,24-12-2024,Customer not available
13-Oct-2022,D-1856,OEM-HYUNDAI,CV Joint,1995,BATCH-2024-0328,MH14-7205,Rahul Sharma,BlueDart,INV-948898,EWB127714322027,21612.91,Delivered,01/05/2022,Customer not available
2022-04-22,D-1145,OEM-HONDA,Clutch Plate,1922,BATCH-2023-0202,MH14-9410,Pradeep Jadhav,BlueDart,INV-638858,EWB907011484557,7120.97,Delivered,15-Oct-2022,Returned – wrong address
2021-09-21,D-1776,OEM-MAHINDRA,Brake Pad Type B,741,BATCH-2024-0493,MH13-8685,Pradeep Jadhav,BlueDart,INV-153058,EWB782261989537,2030.93,Delivered,06/15/2024,Short delivery – balance next trip
20-Nov-2024,D-4369,OEM-RENAULT,Brake Disc,1471,BATCH-2021-0271,MH04-3109,Ganesh Waghmare,VRL Logistics,INV-793507,EWB834213938554,,Delivered,02-Jul-2023,Customer requested reschedule
15/03/2024,D-3327,OEM-FORD,Clutch Plate,1270,BATCH-2024-0001,MH12-7861,Satish Bhosale,Delhivery,INV-862557,EWB885664186767,22684.97,Delayed,29/12/2022,Customer requested reschedule
2023-02-05,D-3059,OEM-MAHINDRA,Clutch Plate,1647,BATCH-2021-0435,MH12-2773,Suresh Patil,Safexpress,,EWB182630253049,8810.19,Delivered,29/10/2022,Customer not available
2024-12-18,D-4070,OEM-FORD,Brake Pad Type A,748,BATCH-2022-0339,MH14-4625,Ganesh Waghmare,Safexpress,INV-477652,EWB239806314302,6839.36,,,Returned – wrong address
2022-08-30,D-4191,OEM-TVS,Wheel Hub Assy,557,BATCH-2024-0365,KA01-2232,Vijay Chavan,Safexpress,INV-796921,EWB640899714668,5672.33,In Transit,03-Jun-2022,Customer requested reschedule
2021-04-04,D-4211,OEM-MARUTI,Brake Disc,1874,BATCH-2022-0078,MH13-2864,Ravi Kumar,Self-transport,INV-261452,EWB886733011576,21512.63,Delivered,09/02/2022,Short delivery – balance next trip
2023-09-28,D-1892,OEM-RENAULT,Brake Pad Type B,746,BATCH-2022-0462,KA01-9152,Nitin Sawant,BlueDart,INV-423373,EWB898822445276,,Delivered,2024-03-20,Short delivery – balance next trip
2024-08-03,D-2270,OEM-MARUTI,CV Joint,398,BATCH-2023-0292,MH12-3949,Suresh Patil,Self-transport,INV-670945,EWB369259940872,1915.77,Delivered,27-12-2023,Delayed – vehicle breakdown
08-07-2024,D-4388,OEM-MAHINDRA,Clutch Plate,1707,BATCH-2023-0138,MH13-1232,Deepak More,Mahindra Logistics,INV-354140,EWB628683971405,1130.54,,24-Jul-2023,Returned – wrong address
11-08-2023,D-1540,OEM-MAHINDRA,Brake Disc,1766,BATCH-2023-0106,TN07-3401,Vijay Chavan,Self-transport,INV-306081,EWB427620949769,13967.71,Delivered,08/27/2023,Returned – wrong address
2021-12-29,D-3722,OEM-HYUNDAI,ABS Sensor Ring,1613,BATCH-2023-0144,MH04-3356,Vijay Chavan,Safexpress,INV-907440,EWB157455620003,,In Transit,11/19/2021,On time
2024-07-05,D-1969,OEM-HYUNDAI,Wheel Hub Assy,1691,BATCH-2024-0317,TN07-4271,Vijay Chavan,VRL Logistics,INV-537123,EWB260066213137,17101.53,Delivered,22-06-2024,Customer requested reschedule
12-Apr-2023,D-3560,OEM-MARUTI,Wheel Hub Assy,1839,BATCH-2024-0209,MH04-9008,Nitin Sawant,Mahindra Logistics,INV-269879,,21029.88,Delivered,11/11/2021,Delayed – vehicle breakdown
2024-10-15,D-2463,OEM-RENAULT,Wheel Hub Assy,1977,BATCH-2024-0300,MH13-2986,Nitin Sawant,Delhivery,INV-366962,EWB396501544744,6295.34,Delivered,02/14/2021,Customer requested reschedule
2021-01-30,D-3574,OEM-MARUTI,Brake Pad Type A,1236,BATCH-2023-0197,MH12-3004,Rahul Sharma,Self-transport,INV-636068,EWB752951897355,16949.97,Delivered,09-May-2022,Delayed – vehicle breakdown
2021-09-17,D-2625,OEM-MAHINDRA,Brake Pad Type A,1057,BATCH-2021-0457,MH14-4755,,VRL Logistics,INV-558831,EWB599402244261,16534.05,Delivered,2023-06-24,POD pending
2024-06-11,D-4448,OEM-HONDA,Wheel Hub Assy,1317,BATCH-2021-0206,TN07-2216,Deepak More,Safexpress,INV-841636,EWB530642756622,15496.5,In Transit,10/12/2024,Customer requested reschedule
2023-12-11,D-3929,OEM-FORD,CV Joint,647,BATCH-2021-0364,MH13-8010,Ravi Kumar,Self-transport,INV-270359,EWB429752999533,8246.33,Partial,20-Dec-2021,Customer requested reschedule
2023-10-01,D-1570,OEM-HONDA,Brake Pad Type A,1955,BATCH-2021-0377,MH12-6617,Ganesh Waghmare,Self-transport,INV-599063,EWB992891946917,12436.41,Delivered,27-07-2023,
2023-05-14,D-3604,OEM-HONDA,Clutch Plate,705,BATCH-2024-0227,MH10-5157,,Self-transport,INV-263941,EWB356866064156,15817.62,Delivered,18-02-2024,POD pending
2023-01-21,D-2914,OEM-BAJAJ,CV Joint,1071,BATCH-2024-0403,TN07-6952,Satish Bhosale,,INV-800991,EWB738226396907,4861.68,Delayed,07/12/2024,Short delivery – balance next trip
2021-11-18,D-2010,OEM-RENAULT,Disc Brake Caliper,1385,BATCH-2023-0109,MH13-5718,Suresh Patil,Delhivery,INV-454826,EWB452914913999,12970.35,Delivered,04/28/2023,Customer requested reschedule
08-Oct-2021,D-1057,OEM-HYUNDAI,Brake Disc,1702,BATCH-2024-0413,MH04-2521,Suresh Patil,,INV-705161,EWB251145088856,20278.52,Delivered,2022-07-03,Customer not available
2023-03-12,D-1439,OEM-HONDA,Brake Disc,614,BATCH-2024-0412,GJ01-4310,Ganesh Waghmare,BlueDart,INV-754914,EWB212612524513,20319.12,Delivered,02/01/2021,Short delivery – balance next trip
01/12/2021,D-1074,OEM-HYUNDAI,Brake Disc,759,BATCH-2021-0202,KA01-1188,Nitin Sawant,Gati Ltd,INV-981739,EWB323717731495,22500.43,Delivered,05/09/2023,Returned – wrong address
25-Oct-2022,D-3501,OEM-BAJAJ,Disc Brake Caliper,1159,BATCH-2024-0316,KA01-9037,Nitin Sawant,TCI Express,INV-409552,EWB951322361733,3857.76,Delivered,06-03-2022,Short delivery – balance next trip
2024-10-26,D-2449,OEM-MARUTI,Clutch Plate,830,BATCH-2021-0241,MH04-9326,Nitin Sawant,Self-transport,INV-214657,EWB756965131283,19157.47,Delivered,2022-06-16,Customer not available
11/11/2022,D-2771,OEM-TVS,Brake Pad Type A,1437,BATCH-2022-0182,KA01-9513,Ravi Kumar,TCI Express,INV-329338,EWB516295474777,17298.37,Delivered,01-Aug-2021,Delayed – vehicle breakdown
2023-07-14,D-3736,OEM-HONDA,Drum Brake Assy,1975,BATCH-2024-0499,MH10-2027,Vijay Chavan,Gati Ltd,INV-813628,EWB701179340685,,In Transit,27-05-2023,Returned – wrong address
2023-06-08,D-1006,OEM-FORD,Wheel Hub Assy,802,BATCH-2022-0433,KA01-4830,Pradeep Jadhav,TCI Express,INV-777448,EWB692798286324,16230.51,Delivered,03/09/2022,On time
2021-07-23,D-1517,OEM-FORD,Brake Shoe,227,BATCH-2021-0485,MH04-8824,Satish Bhosale,VRL Logistics,INV-780149,EWB303771676311,1994.98,Delivered,05/04/2023,POD pending
2022-05-31,D-1260,OEM-HYUNDAI,ABS Sensor Ring,500,BATCH-2023-0005,MH10-7644,Pradeep Jadhav,Mahindra Logistics,INV-314237,EWB680627994382,18938.44,Delayed,07-05-2022,Customer not available
2021-06-19,D-1695,OEM-HYUNDAI,ABS Sensor Ring,292,BATCH-2024-0143,MH14-9340,Pradeep Jadhav,,INV-257611,EWB162697164923,24682.17,Partial,2023-10-20,Delayed – vehicle breakdown
27-Apr-2021,D-3699,OEM-TATA,Clutch Plate,1181,BATCH-2024-0165,GJ01-2356,Amit Singh,Self-transport,INV-379877,EWB541777930893,22416.61,In Transit,31-Mar-2023,Customer requested reschedule
2024-10-22,D-1725,OEM-MARUTI,Drum Brake Assy,1470,BATCH-2024-0363,MH10-9260,Vijay Chavan,Delhivery,INV-812649,EWB694320731090,5311.64,Delayed,04-Dec-2023,
2021-02-15,D-4343,OEM-MAHINDRA,Brake Pad Type B,1385,BATCH-2024-0439,TN07-1947,Amit Singh,Delhivery,INV-694918,EWB776292563861,22642.47,In Transit,28/08/2022,Short delivery – balance next trip
02-Sep-2021,D-2915,OEM-TATA,Brake Pad Type A,414,BATCH-2021-0027,MH10-8035,Satish Bhosale,VRL Logistics,INV-126854,EWB557784740533,,Delivered,05-04-2022,On time
2022-01-25,D-3425,OEM-MAHINDRA,Brake Pad Type A,568,BATCH-2024-0031,MH14-6081,Amit Singh,VRL Logistics,INV-734537,EWB319634315911,18688.74,Delivered,06/21/2022,Returned – wrong address
2023-04-01,D-2011,OEM-TATA,Brake Disc,564,BATCH-2021-0481,KA01-3997,Deepak More,BlueDart,INV-978539,EWB508138871359,8664.5,Delayed,25-Apr-2021,Customer not available
26/12/2023,D-2350,OEM-BAJAJ,Wheel Hub Assy,1647,BATCH-2023-0367,MH13-8361,Ravi Kumar,Delhivery,INV-729093,EWB895186906879,4813.43,Delivered,2023-02-19,Returned – wrong address
01/03/2023,D-1789,OEM-SUZUKI,Clutch Plate,620,BATCH-2023-0140,MH12-1652,Amit Singh,VRL Logistics,INV-644797,EWB820622696510,4882.15,Delivered,02/11/2022,Customer requested reschedule
2024-08-21,D-4080,OEM-RENAULT,Brake Shoe,926,BATCH-2021-0220,MH04-3550,Ravi Kumar,Mahindra Logistics,INV-530981,EWB454255035371,24744.87,In Transit,08-10-2023,Short delivery – balance next trip
2022-03-21,D-3105,OEM-SUZUKI,Brake Pad Type A,1270,BATCH-2021-0383,MH13-1159,,Gati Ltd,INV-433000,EWB847182657843,23329.7,Partial,05-Aug-2022,Customer requested reschedule
2021-09-20,D-2218,OEM-HONDA,ABS Sensor Ring,773,BATCH-2022-0085,GJ01-6829,Ganesh Waghmare,Delhivery,INV-328331,EWB119175917898,6869.06,Delivered,03-Aug-2024,
2023-08-14,D-1685,OEM-BAJAJ,Brake Pad Type A,872,BATCH-2024-0167,MH14-3505,,Delhivery,INV-908983,EWB786176978482,6126.76,In Transit,2021-03-10,Short delivery – balance next trip
2021-07-12,D-3059,OEM-FORD,Drum Brake Assy,241,BATCH-2022-0405,MH04-1825,Ganesh Waghmare,Mahindra Logistics,INV-401747,EWB407426397172,17529.28,Delivered,11/05/2021,Customer not available
02-Jan-2023,D-1830,OEM-MARUTI,Brake Pad Type B,941,BATCH-2021-0109,KA01-9314,Nitin Sawant,Safexpress,INV-205867,EWB351282443639,16757.07,Delivered,01/07/2021,Customer requested reschedule
2023-02-13,D-3587,OEM-MARUTI,Clutch Plate,1591,BATCH-2024-0462,MH14-3857,Deepak More,TCI Express,INV-492180,EWB367794284667,,,26-Aug-2022,Customer not available
10/23/2021,D-3727,OEM-SUZUKI,Disc Brake Caliper,845,BATCH-2022-0305,KA01-2025,Ravi Kumar,,INV-299908,EWB680040024825,17338.04,Delivered,19-Aug-2023,On time
2023-01-16,D-3736,OEM-MARUTI,Clutch Plate,896,BATCH-2024-0148,MH04-9206,Satish Bhosale,Safexpress,INV-645942,EWB204251215144,3177.99,Delivered,26-Oct-2021,On time
2024-01-15,D-3179,OEM-TVS,Disc Brake Caliper,1273,BATCH-2021-0075,KA01-9363,Rahul Sharma,BlueDart,INV-672456,EWB479929982414,15855.93,Delivered,26/09/2021,POD pending
2021-11-04,D-2848,OEM-SUZUKI,Wheel Hub Assy,1726,BATCH-2023-0151,GJ01-7759,Ravi Kumar,,INV-910191,,23927.66,Delivered,2024-06-04,Returned – wrong address
28-Feb-2021,D-2525,OEM-MARUTI,Drum Brake Assy,1985,BATCH-2023-0453,KA01-4376,Pradeep Jadhav,Self-transport,INV-900936,EWB916105651323,20260.62,Delivered,2022-04-18,Short delivery – balance next trip
2024-08-20,D-3207,OEM-MARUTI,ABS Sensor Ring,1983,BATCH-2024-0065,MH14-8864,Ravi Kumar,Mahindra Logistics,INV-719119,EWB678960145543,3272.66,Delivered,2022-04-13,
05/27/2021,D-2338,OEM-MARUTI,Brake Pad Type B,881,BATCH-2022-0076,MH14-9159,Amit Singh,Gati Ltd,INV-810287,,2229.72,Delivered,09-09-2022,Customer not available
2024-02-29,D-1614,OEM-SUZUKI,Clutch Plate,1396,BATCH-2022-0378,MH10-3463,Suresh Patil,VRL Logistics,INV-772851,EWB919507787171,14821.01,In Transit,06-Feb-2022,POD pending
2022-09-17,D-3708,OEM-MARUTI,CV Joint,227,BATCH-2021-0058,TN07-7762,Ravi Kumar,Gati Ltd,INV-539929,EWB722661866229,8763.71,Delivered,23/09/2021,Delayed – vehicle breakdown
2021-03-16,D-3546,OEM-RENAULT,Wheel Hub Assy,335,BATCH-2023-0207,KA01-4338,Rahul Sharma,Safexpress,INV-250924,EWB418081003435,6421.16,Delivered,2023-09-29,POD pending
2022-05-30,D-1298,OEM-SUZUKI,Drum Brake Assy,1368,BATCH-2021-0165,GJ01-4654,Vijay Chavan,VRL Logistics,INV-962116,EWB330987515358,22026.77,Delivered,03/31/2023,Returned – wrong address
2022-07-23,D-2447,OEM-MARUTI,Clutch Plate,975,BATCH-2024-0081,GJ01-4844,Amit Singh,Gati Ltd,INV-895413,EWB823721099524,12537.24,Delivered,01/27/2021,Customer not available
2023-09-08,D-2676,OEM-BAJAJ,ABS Sensor Ring,633,BATCH-2023-0136,MH04-7355,Ganesh Waghmare,BlueDart,INV-544319,EWB588107379143,19760.43,Delayed,02/01/2022,Delayed – vehicle breakdown
08/11/2024,D-2607,OEM-FORD,Drum Brake Assy,347,BATCH-2022-0495,MH13-2886,Ganesh Waghmare,Self-transport,,EWB937234009206,9739.35,Delivered,03/15/2022,Delayed – vehicle breakdown
2024-10-19,D-2956,OEM-HONDA,Brake Disc,1517,BATCH-2024-0487,MH13-1042,Pradeep Jadhav,VRL Logistics,INV-620203,EWB374165596105,12648.95,Delivered,2022-08-08,Returned – wrong address
2021-09-11,D-2143,OEM-MAHINDRA,Disc Brake Caliper,393,BATCH-2024-0326,MH04-9562,Satish Bhosale,Safexpress,,EWB205582695865,13716.36,Delivered,03-06-2022,Customer requested reschedule
24-05-2024,D-4392,OEM-TVS,Brake Pad Type A,1155,BATCH-2022-0224,MH14-9893,Rahul Sharma,Gati Ltd,INV-241256,EWB891176599569,15982.58,Partial,20-Feb-2024,Delayed – vehicle breakdown
2022-08-14,D-2964,OEM-MAHINDRA,Brake Disc,337,BATCH-2024-0083,MH04-8684,Nitin Sawant,Self-transport,INV-992087,EWB203468696983,704.51,Delivered,10/10/2024,Customer not available
25-04-2022,D-4142,OEM-MAHINDRA,Brake Pad Type A,248,BATCH-2021-0002,MH12-1575,Vijay Chavan,BlueDart,,EWB876719456997,11068.7,Delayed,23-Sep-2023,On time
2021-07-16,D-1594,OEM-BAJAJ,Brake Pad Type A,542,BATCH-2024-0293,MH14-8105,Deepak More,Self-transport,INV-344636,EWB217343579014,19719.68,Partial,08-09-2023,
2021-03-15,D-1081,OEM-HONDA,Clutch Plate,936,BATCH-2021-0275,GJ01-5537,Satish Bhosale,Mahindra Logistics,INV-372291,EWB897072397733,24825.33,Delivered,21-09-2022,POD pending
2023-02-18,D-4081,OEM-BAJAJ,Brake Pad Type A,1794,BATCH-2022-0353,MH10-2840,Nitin Sawant,Delhivery,INV-800894,,,Delivered,08/05/2022,Delayed – vehicle breakdown
2024-01-18,D-1424,OEM-TVS,Brake Pad Type B,664,BATCH-2023-0064,MH10-6038,Ganesh Waghmare,Mahindra Logistics,INV-326207,EWB134669332854,20728.93,Delivered,,Customer not available
2022-03-13,D-2658,OEM-BAJAJ,Drum Brake Assy,1946,BATCH-2023-0406,MH13-9179,Ravi Kumar,Safexpress,INV-227380,EWB794160089448,21961.18,In Transit,11-Jul-2024,Delayed – vehicle breakdown
31-Dec-2021,D-2174,OEM-SUZUKI,Wheel Hub Assy,406,BATCH-2023-0465,MH12-2712,Ganesh Waghmare,BlueDart,INV-463145,,15064.48,Delivered,14/08/2021,POD pending
2024-02-01,D-3468,OEM-TVS,Clutch Plate,308,BATCH-2023-0483,MH14-7766,Nitin Sawant,VRL Logistics,INV-955393,EWB435057066998,24951.75,Returned,23-Oct-2021,Customer requested reschedule
2021-07-13,D-1649,OEM-MAHINDRA,Brake Disc,661,BATCH-2022-0238,MH12-1177,Suresh Patil,Gati Ltd,INV-504550,,2123.11,Delivered,03-Jul-2023,On time
2021-02-22,D-1190,OEM-SUZUKI,Wheel Hub Assy,1982,BATCH-2021-0150,MH14-8432,Satish Bhosale,Delhivery,INV-441473,EWB703033117388,7110.08,Delivered,11-Nov-2024,Returned – wrong address
2022-09-12,D-2156,OEM-MARUTI,Brake Pad Type A,693,BATCH-2023-0255,KA01-1739,Ravi Kumar,BlueDart,INV-112632,EWB835174756723,19473.58,In Transit,2024-03-12,On time
2021-05-31,D-3220,OEM-HYUNDAI,Disc Brake Caliper,144,BATCH-2024-0382,MH04-4469,Ganesh Waghmare,BlueDart,INV-595686,EWB537357917267,23927.89,Delivered,,Returned – wrong address
29/03/2021,D-2012,OEM-HONDA,Brake Disc,1890,BATCH-2023-0158,TN07-3015,,Mahindra Logistics,INV-853634,EWB477821585794,8397.13,Delivered,12/07/2024,Returned – wrong address
2021-07-23,D-3869,OEM-BAJAJ,Brake Shoe,1235,BATCH-2023-0256,MH13-2352,Suresh Patil,TCI Express,INV-171823,EWB430308973608,11982.78,Delivered,,Customer requested reschedule
2021-12-08,D-2462,OEM-MAHINDRA,Disc Brake Caliper,1902,BATCH-2024-0045,TN07-7111,Pradeep Jadhav,Gati Ltd,INV-804620,EWB231093381732,7776.88,Delivered,31/01/2023,Customer requested reschedule
2022-10-25,D-2722,OEM-MAHINDRA,Brake Pad Type B,810,BATCH-2021-0452,GJ01-2335,,Safexpress,INV-580120,EWB794060249890,5560.66,Delivered,2024-01-18,Delayed – vehicle breakdown
2022-04-08,D-1033,OEM-RENAULT,CV Joint,67,BATCH-2023-0288,MH10-1084,Nitin Sawant,Safexpress,INV-619266,EWB894979812756,,Delivered,03/04/2024,Short delivery – balance next trip
2023-07-22,D-4124,OEM-MARUTI,Wheel Hub Assy,524,BATCH-2021-0467,GJ01-3719,Ravi Kumar,Gati Ltd,,EWB139870446914,22763.42,Delivered,03/04/2024,Customer not available
2022-09-26,D-3477,OEM-BAJAJ,Wheel Hub Assy,466,BATCH-2023-0432,MH12-9377,Pradeep Jadhav,Safexpress,INV-755886,EWB464704991072,16042.07,In Transit,17-Oct-2023,Customer requested reschedule
2024-06-13,D-1686,OEM-HYUNDAI,Clutch Plate,938,BATCH-2024-0440,KA01-3243,,Safexpress,INV-631059,EWB372540791646,23166.81,In Transit,2021-11-04,Returned – wrong address
2023-01-10,D-1801,OEM-MARUTI,Brake Pad Type B,970,BATCH-2024-0284,MH04-3277,Ganesh Waghmare,VRL Logistics,INV-961459,EWB254527590259,22915.85,Delivered,07-Sep-2023,Customer not available
2023-01-30,D-4340,OEM-RENAULT,Brake Pad Type B,1162,BATCH-2024-0387,GJ01-5478,Ganesh Waghmare,Delhivery,INV-674611,EWB659293648738,12664.27,Delivered,11-Mar-2022,On time
2023-12-05,D-2220,OEM-RENAULT,Brake Shoe,1537,BATCH-2023-0152,KA01-8282,Amit Singh,Safexpress,INV-745427,EWB107220045072,,Delivered,08/20/2023,Delayed – vehicle breakdown
07/01/2022,D-2745,OEM-SUZUKI,Disc Brake Caliper,115,BATCH-2022-0474,MH10-6136,Suresh Patil,BlueDart,INV-758812,EWB375222797314,22356.35,Delivered,20-May-2023,Short delivery – balance next trip
2022-09-25,D-2911,OEM-HYUNDAI,Drum Brake Assy,494,BATCH-2022-0342,MH12-9365,Ganesh Waghmare,Safexpress,INV-378075,EWB463086410881,22803.96,Partial,08/26/2023,Customer not available
2024-02-29,D-1722,OEM-HYUNDAI,ABS Sensor Ring,283,BATCH-2021-0498,MH14-7809,Vijay Chavan,BlueDart,INV-431249,EWB393554180510,9435.89,Delayed,03-Oct-2024,On time
26-04-2024,D-1644,OEM-RENAULT,CV Joint,544,BATCH-2023-0094,TN07-2003,Ravi Kumar,TCI Express,INV-896064,EWB553141698899,8900.32,Returned,08-Nov-2024,Short delivery – balance next trip
12/01/2024,D-4162,OEM-HONDA,Brake Pad Type B,333,BATCH-2022-0238,MH14-6648,Satish Bhosale,TCI Express,INV-651358,EWB834671328659,20541.26,In Transit,2021-08-22,Returned – wrong address
2021-07-06,D-2848,OEM-HONDA,Brake Disc,439,BATCH-2023-0384,MH14-4730,Ravi Kumar,Safexpress,INV-867624,EWB114029119875,5112.28,Delivered,19-Jun-2021,Short delivery – balance next trip
2021-01-12,D-3446,OEM-FORD,Clutch Plate,1353,BATCH-2023-0199,KA01-7674,Nitin Sawant,Mahindra Logistics,INV-608658,EWB312717932600,20810.25,Delayed,2021-07-02,Delayed – vehicle breakdown
2022-08-01,D-3295,OEM-FORD,Brake Pad Type A,860,BATCH-2022-0075,MH13-4056,Satish Bhosale,Self-transport,INV-694781,EWB313992905795,2630.31,Delivered,,Customer requested reschedule
2021-03-19,D-2210,OEM-BAJAJ,Drum Brake Assy,1271,BATCH-2024-0129,MH04-4001,Satish Bhosale,BlueDart,INV-982672,EWB347458169250,5814.23,Delivered,,Customer not available
06-Mar-2021,D-2968,OEM-HYUNDAI,Clutch Plate,413,BATCH-2023-0061,MH13-3833,Rahul Sharma,Self-transport,INV-115682,EWB819687555433,2117.95,In Transit,28-08-2023,Customer not available
2023-02-06,D-1521,OEM-HONDA,CV Joint,819,BATCH-2023-0389,MH10-4398,Satish Bhosale,Gati Ltd,INV-133989,EWB339085658690,12459.13,Delivered,09-May-2023,On time
2023-08-20,D-1795,OEM-RENAULT,Brake Pad Type A,1383,BATCH-2024-0421,MH14-7482,Vijay Chavan,Gati Ltd,INV-588814,EWB196159155463,13756.08,Delivered,2022-07-02,Customer not available
2021-07-17,D-2882,OEM-RENAULT,Clutch Plate,1270,BATCH-2024-0085,MH14-4618,Ganesh Waghmare,Safexpress,INV-228497,EWB972038551855,11306.85,,18-03-2022,POD pending
2024-02-08,D-1744,OEM-TVS,Brake Shoe,1164,BATCH-2023-0172,GJ01-3461,Deepak More,,,EWB764311905527,15762.88,Partial,2024-08-21,
2024-09-20,D-3969,OEM-HYUNDAI,Brake Pad Type B,1475,BATCH-2024-0415,MH10-2236,Pradeep Jadhav,Safexpress,INV-857279,EWB968769220483,20267.64,Delivered,05-Apr-2022,Customer requested reschedule
04/16/2024,D-2587,OEM-TATA,Clutch Plate,1628,BATCH-2023-0429,TN07-3198,Ravi Kumar,BlueDart,INV-544859,EWB800832840888,21123.5,In Transit,2021-07-17,Customer not available
2022-02-26,D-2946,OEM-HONDA,Disc Brake Caliper,188,BATCH-2021-0490,MH04-8499,,VRL Logistics,INV-621234,EWB507407023131,4536.71,Delivered,,Returned – wrong address
2024-12-16,D-1361,OEM-FORD,ABS Sensor Ring,851,BATCH-2022-0029,GJ01-2345,,Gati Ltd,INV-395960,EWB597210573045,11868.48,Delivered,07/11/2021,Customer not available
